timestamp_utc;date;hour;dmi
2017-09-16T00:00:00.000Z;2017-09-16;00;-30.1707
2017-09-16T01:00:00.000Z;2017-09-16;01;-29.7535
2017-09-16T02:00:00.000Z;2017-09-16;02;-29.7535
2017-09-16T03:00:00.000Z;2017-09-16;03;-29.7535
2017-09-16T04:00:00.000Z;2017-09-16;04;-29.7535
2017-09-16T05:00:00.000Z;2017-09-16;05;-29.5095
2017-09-16T06:00:00.000Z;2017-09-16;06;-29.5095
2017-09-16T07:00:00.000Z;2017-09-16;07;-29.5095
2017-09-16T08:00:00.000Z;2017-09-16;08;-29.5095
2017-09-16T09:00:00.000Z;2017-09-16;09;-29.5095
2017-09-16T10:00:00.000Z;2017-09-16;10;-28.7934
2017-09-16T11:00:00.000Z;2017-09-16;11;-28.7934
2017-09-16T12:00:00.000Z;2017-09-16;12;-28.7934
2017-09-16T13:00:00.000Z;2017-09-16;13;-28.7934
2017-09-16T14:00:00.000Z;2017-09-16;14;-28.7934
2017-09-16T15:00:00.000Z;2017-09-16;15;-28.7934
2017-09-16T16:00:00.000Z;2017-09-16;16;-28.7934
2017-09-16T17:00:00.000Z;2017-09-16;17;-28.7934
2017-09-16T18:00:00.000Z;2017-09-16;18;-28.7934
2017-09-16T19:00:00.000Z;2017-09-16;19;-28.7934
2017-09-16T20:00:00.000Z;2017-09-16;20;-28.7934
2017-09-16T21:00:00.000Z;2017-09-16;21;-28.7934
2017-09-16T22:00:00.000Z;2017-09-16;22;-28.7934
2017-09-16T23:00:00.000Z;2017-09-16;23;-28.7934
2017-09-17T00:00:00.000Z;2017-09-17;00;-28.6163
2017-09-17T01:00:00.000Z;2017-09-17;01;-28.3566
2017-09-17T02:00:00.000Z;2017-09-17;02;-28.3566
2017-09-17T03:00:00.000Z;2017-09-17;03;-28.3566
2017-09-17T04:00:00.000Z;2017-09-17;04;-28.3063
2017-09-17T05:00:00.000Z;2017-09-17;05;-28.3063
2017-09-17T06:00:00.000Z;2017-09-17;06;-28.2712
2017-09-17T07:00:00.000Z;2017-09-17;07;-28.2562
2017-09-17T08:00:00.000Z;2017-09-17;08;-28.1079
2017-09-17T09:00:00.000Z;2017-09-17;09;-28.1079
2017-09-17T10:00:00.000Z;2017-09-17;10;-28.1079
2017-09-17T11:00:00.000Z;2017-09-17;11;-28.1079
2017-09-17T12:00:00.000Z;2017-09-17;12;-28.1079
2017-09-17T13:00:00.000Z;2017-09-17;13;-28.1079
2017-09-17T14:00:00.000Z;2017-09-17;14;-28.1079
2017-09-17T15:00:00.000Z;2017-09-17;15;-28.0358
2017-09-17T16:00:00.000Z;2017-09-17;16;-27.7657
2017-09-17T17:00:00.000Z;2017-09-17;17;-27.7435
2017-09-17T18:00:00.000Z;2017-09-17;18;-27.6954
2017-09-17T19:00:00.000Z;2017-09-17;19;-27.5334
2017-09-17T20:00:00.000Z;2017-09-17;20;-27.5334
2017-09-17T21:00:00.000Z;2017-09-17;21;-27.5334
2017-09-17T22:00:00.000Z;2017-09-17;22;-27.5334
2017-09-17T23:00:00.000Z;2017-09-17;23;-27.5334
2017-09-18T00:00:00.000Z;2017-09-18;00;-27.2104
2017-09-18T01:00:00.000Z;2017-09-18;01;-26.1465
2017-09-18T02:00:00.000Z;2017-09-18;02;-22.5354
2017-09-18T03:00:00.000Z;2017-09-18;03;-22.5354
2017-09-18T04:00:00.000Z;2017-09-18;04;-22.5354
2017-09-18T05:00:00.000Z;2017-09-18;05;-20.6561
2017-09-18T06:00:00.000Z;2017-09-18;06;-20.6561
2017-09-18T07:00:00.000Z;2017-09-18;07;-19.5811
2017-09-18T08:00:00.000Z;2017-09-18;08;-19.5811
2017-09-18T09:00:00.000Z;2017-09-18;09;-19.5811
2017-09-18T10:00:00.000Z;2017-09-18;10;-19.5811
2017-09-18T11:00:00.000Z;2017-09-18;11;-19.5811
2017-09-18T12:00:00.000Z;2017-09-18;12;-19.0661
2017-09-18T13:00:00.000Z;2017-09-18;13;-18.1115
2017-09-18T14:00:00.000Z;2017-09-18;14;-18.1115
2017-09-18T15:00:00.000Z;2017-09-18;15;-18.1115
2017-09-18T16:00:00.000Z;2017-09-18;16;-18.1115
2017-09-18T17:00:00.000Z;2017-09-18;17;-18.1115
2017-09-18T18:00:00.000Z;2017-09-18;18;-18.1115
2017-09-18T19:00:00.000Z;2017-09-18;19;-18.1115
2017-09-18T20:00:00.000Z;2017-09-18;20;-18.1115
2017-09-18T21:00:00.000Z;2017-09-18;21;-18.1115
2017-09-18T22:00:00.000Z;2017-09-18;22;-18.1115
2017-09-18T23:00:00.000Z;2017-09-18;23;-18.1115
2017-09-19T00:00:00.000Z;2017-09-19;00;-17.8500
2017-09-19T01:00:00.000Z;2017-09-19;01;-17.7216
2017-09-19T02:00:00.000Z;2017-09-19;02;-17.6899
2017-09-19T03:00:00.000Z;2017-09-19;03;-17.6899
2017-09-19T04:00:00.000Z;2017-09-19;04;-17.5672
2017-09-19T05:00:00.000Z;2017-09-19;05;-17.4094
2017-09-19T06:00:00.000Z;2017-09-19;06;-17.4094
2017-09-19T07:00:00.000Z;2017-09-19;07;-17.3913
2017-09-19T08:00:00.000Z;2017-09-19;08;-17.3913
